"Date","Price","Open","High","Low","Change %"
"06/25/2024","1.130","1.050","1.160","1.030","6.60%"
"06/24/2024","1.060","1.070","1.160","1.030","-0.93%"
"06/21/2024","1.070","1.070","1.200","1.040","-1.83%"
"06/20/2024","1.090","1.110","1.320","1.090","-8.40%"
"06/19/2024","1.190","1.180","1.220","1.150","0.85%"
"06/18/2024","1.180","1.190","1.230","1.150","-3.28%"
"06/17/2024","1.220","1.180","1.340","1.160","-8.27%"
"06/14/2024","1.330","1.210","1.390","1.180","5.56%"
"06/13/2024","1.260","1.240","1.330","1.210","0.80%"
"06/12/2024","1.250","1.270","1.330","1.230","-3.85%"
"06/11/2024","1.300","1.230","1.320","1.220","-0.76%"
"06/10/2024","1.310","1.280","1.320","1.250","0.77%"
"06/07/2024","1.300","1.270","1.320","1.240","0.00%"
"06/06/2024","1.300","1.270","1.400","1.190","0.00%"
"06/05/2024","1.300","1.270","1.330","1.250","0.78%"
"06/04/2024","1.290","1.320","1.320","1.200","0.78%"
"06/03/2024","1.280","1.270","1.360","1.200","-0.78%"
"05/31/2024","1.290","1.320","1.380","1.270","-3.01%"
"05/30/2024","1.330","1.270","1.340","1.250","3.10%"
"05/29/2024","1.290","1.290","1.320","1.250","-2.27%"
"05/28/2024","1.320","1.300","1.320","1.250","1.54%"
"05/27/2024","1.300","1.290","1.320","1.200","-1.52%"
"05/24/2024","1.320","1.280","1.350","1.250","0.76%"
"05/23/2024","1.310","1.260","1.350","1.220","2.34%"
"05/22/2024","1.280","1.260","1.310","1.220","1.59%"
"05/21/2024","1.260","1.250","1.320","1.210","0.80%"
"05/20/2024","1.250","1.270","1.270","1.240","0.00%"
"05/17/2024","1.250","1.230","1.310","1.180","1.63%"
"05/16/2024","1.230","1.220","1.310","1.180","-6.11%"
"05/15/2024","1.310","1.220","1.320","1.190","4.80%"
"05/14/2024","1.250","1.240","1.320","1.190","-0.79%"
"05/13/2024","1.260","1.240","1.320","1.200","-5.26%"
"05/12/2024","1.330","1.330","1.330","1.330","6.40%"
"05/10/2024","1.250","1.320","1.330","1.200","1.63%"
"05/09/2024","1.230","1.320","1.320","1.230","-0.81%"
"05/08/2024","1.240","1.330","1.440","1.210","-8.15%"
"05/07/2024","1.350","1.330","1.350","1.200","0.75%"
"05/06/2024","1.340","1.330","1.350","1.200","5.51%"
"05/03/2024","1.270","1.330","1.350","1.220","-5.93%"
"05/02/2024","1.350","1.330","1.350","1.190","0.75%"
"05/01/2024","1.340","1.350","1.350","1.330","0.00%"
"04/30/2024","1.340","1.330","1.350","1.200","0.00%"
"04/29/2024","1.340","1.330","1.350","1.220","6.35%"
"04/27/2024","1.260","1.260","1.260","1.260","-0.79%"
"04/26/2024","1.270","1.330","1.350","1.240","-5.93%"
"04/25/2024","1.350","1.330","1.350","1.220","0.00%"
"04/24/2024","1.350","1.330","1.350","1.240","4.65%"
"04/23/2024","1.290","1.330","1.330","1.230","0.78%"
"04/22/2024","1.280","1.440","1.440","1.250","-11.11%"
"04/20/2024","1.440","1.330","1.440","1.330","6.67%"
"04/19/2024","1.350","1.330","1.350","1.210","3.05%"
"04/18/2024","1.310","1.330","1.350","1.210","3.97%"
"04/17/2024","1.260","1.330","1.350","1.220","-5.26%"
"04/16/2024","1.330","1.350","1.350","1.220","-0.75%"
"04/15/2024","1.340","1.350","1.350","1.230","0.00%"
"04/13/2024","1.340","1.340","1.340","1.340","0.00%"
"04/12/2024","1.340","1.350","1.360","1.230","0.75%"
"04/11/2024","1.330","1.350","1.360","1.240","-2.21%"
"04/10/2024","1.360","1.350","1.380","1.230","1.49%"
"04/09/2024","1.340","1.350","1.450","1.240","-1.47%"
"04/08/2024","1.360","1.350","1.360","1.240","0.74%"
"04/07/2024","1.350","1.350","1.350","1.350","0.00%"
"04/06/2024","1.350","1.350","1.350","1.350","0.75%"
"04/05/2024","1.340","1.350","1.370","1.260","0.00%"
"04/04/2024","1.340","1.350","1.380","1.260","-3.60%"
"04/03/2024","1.390","1.350","1.390","1.280","0.00%"
"04/02/2024","1.390","1.350","1.390","1.300","1.46%"
"03/31/2024","1.370","1.370","1.370","1.370","-0.72%"
"03/29/2024","1.380","1.370","1.380","1.350","0.73%"
"03/28/2024","1.370","1.350","1.390","1.290","-0.72%"
"03/27/2024","1.380","1.350","1.430","1.290","-0.72%"
"03/26/2024","1.390","1.350","1.450","1.300","5.30%"
"03/25/2024","1.320","1.350","1.400","1.300","-2.94%"
"03/24/2024","1.360","1.360","1.360","1.360","0.00%"
"03/23/2024","1.360","1.360","1.360","1.360","-2.16%"
"03/22/2024","1.390","1.450","1.450","1.300","-3.47%"
"03/21/2024","1.440","1.490","1.610","1.290","-5.26%"
"03/20/2024","1.520","1.530","1.570","1.460","-1.94%"
"03/19/2024","1.550","1.530","1.600","1.470","-4.32%"
"03/18/2024","1.620","1.530","1.620","1.490","2.53%"
"03/15/2024","1.580","1.530","1.590","1.480","1.94%"
"03/14/2024","1.550","1.540","1.580","1.480","-0.64%"
"03/13/2024","1.560","1.540","1.670","1.470","0.65%"
"03/12/2024","1.550","1.540","1.580","1.470","0.00%"
"03/11/2024","1.550","1.540","1.660","1.450","-1.27%"
"03/10/2024","1.570","1.570","1.570","1.570","0.00%"
"03/09/2024","1.570","1.570","1.570","1.570","1.29%"
"03/08/2024","1.550","1.540","1.570","1.440","0.00%"
"03/07/2024","1.550","1.540","1.580","1.450","0.00%"
"03/06/2024","1.550","1.540","1.580","1.420","-1.27%"
"03/05/2024","1.570","1.540","1.580","1.420","-0.63%"
"03/04/2024","1.580","1.540","1.580","1.480","0.00%"
"03/03/2024","1.580","1.580","1.580","1.580","11.27%"
"03/01/2024","1.420","1.540","1.550","1.390","-8.39%"
"02/29/2024","1.550","1.540","1.550","1.430","0.00%"
"02/28/2024","1.550","1.580","1.580","1.440","0.00%"
"02/27/2024","1.550","1.540","1.580","1.440","0.00%"
"02/26/2024","1.550","1.540","1.580","1.450","-1.27%"
"02/25/2024","1.570","1.570","1.570","1.570","0.00%"
"02/23/2024","1.570","1.540","1.570","1.450","2.61%"
"02/22/2024","1.530","1.540","1.570","1.430","-1.29%"
"02/21/2024","1.550","1.540","1.550","1.450","1.31%"
"02/20/2024","1.530","1.540","1.560","1.450","0.66%"
"02/19/2024","1.520","1.540","1.570","1.440","-3.18%"
"02/18/2024","1.570","1.570","1.570","1.570","0.64%"
"02/16/2024","1.560","1.540","1.570","1.430","2.63%"
"02/15/2024","1.520","1.550","1.550","1.410","-1.94%"
"02/14/2024","1.550","1.540","1.550","1.420","1.31%"
"02/13/2024","1.530","1.540","1.610","1.410","-3.77%"
"02/12/2024","1.590","1.540","1.620","1.520","-1.24%"
"02/09/2024","1.610","1.540","1.620","1.520","1.26%"
"02/08/2024","1.590","1.540","1.620","1.500","0.00%"
"02/07/2024","1.590","1.540","1.610","1.500","3.92%"
"02/06/2024","1.530","1.540","1.650","1.520","-6.13%"
"02/05/2024","1.630","1.540","1.640","1.500","3.82%"
"02/04/2024","1.570","1.570","1.570","1.570","0.00%"
"02/02/2024","1.570","1.550","1.600","1.470","0.64%"
"02/01/2024","1.560","1.550","1.570","1.430","2.63%"
"01/31/2024","1.520","1.550","1.620","1.460","0.66%"
"01/30/2024","1.510","1.570","1.610","1.480","-5.03%"
"01/29/2024","1.590","1.620","1.620","1.520","-0.62%"
"01/28/2024","1.600","1.600","1.600","1.600","-0.62%"
"01/26/2024","1.610","1.620","1.650","1.520","0.00%"
"01/25/2024","1.610","1.620","1.680","1.590","1.90%"
"01/24/2024","1.580","1.620","1.660","1.540","0.00%"
"01/23/2024","1.580","1.620","1.650","1.550","-3.07%"
"01/22/2024","1.630","1.620","1.630","1.540","1.24%"
"01/19/2024","1.610","1.620","1.630","1.520","-1.23%"
"01/18/2024","1.630","1.620","1.650","1.530","5.16%"
"01/17/2024","1.550","1.620","1.640","1.500","-3.73%"
"01/16/2024","1.610","1.620","1.620","1.490","3.21%"
"01/15/2024","1.560","1.620","1.630","1.500","-1.27%"
"01/14/2024","1.580","1.580","1.580","1.580","0.00%"
"01/12/2024","1.580","1.630","1.630","1.500","-0.63%"
"01/11/2024","1.590","1.630","1.660","1.550","0.00%"
"01/10/2024","1.590","1.630","1.750","1.560","0.00%"
"01/09/2024","1.590","1.690","1.690","1.560","0.00%"
"01/08/2024","1.590","1.630","1.700","1.590","0.00%"
"01/07/2024","1.590","1.700","1.700","1.590","-3.05%"
"01/05/2024","1.640","1.690","1.700","1.570","-2.38%"
"01/04/2024","1.680","1.670","1.690","1.550","5.66%"
"01/03/2024","1.590","1.630","1.720","1.570","0.00%"
"01/02/2024","1.590","1.630","1.720","1.530","0.00%"
"12/31/2023","1.590","1.590","1.590","1.590","0.00%"
"12/30/2023","1.590","1.590","1.590","1.590","0.00%"
"12/29/2023","1.590","1.720","1.720","1.540","-7.02%"
"12/28/2023","1.710","1.550","1.710","1.550","7.55%"
"12/27/2023","1.590","1.550","1.740","1.550","0.00%"
"12/26/2023","1.590","1.550","1.620","1.550","0.00%"
"12/25/2023","1.590","1.550","1.620","1.550","0.00%"
"12/24/2023","1.590","1.720","1.720","1.590","-7.56%"
"12/23/2023","1.720","1.720","1.720","1.720","1.78%"
"12/22/2023","1.690","1.670","1.720","1.590","1.20%"
"12/21/2023","1.670","1.550","1.730","1.550","0.00%"
"12/20/2023","1.670","1.550","1.740","1.550","5.03%"
"12/19/2023","1.590","1.550","1.700","1.550","0.00%"
"12/18/2023","1.590","1.550","1.700","1.550","-0.62%"
"12/17/2023","1.600","1.590","1.670","1.590","0.63%"
"12/16/2023","1.590","1.620","1.620","1.590","0.00%"
"12/15/2023","1.590","1.550","1.670","1.550","-0.62%"
"12/14/2023","1.600","1.550","1.750","1.520","0.00%"
"12/13/2023","1.600","1.550","1.700","1.550","0.00%"
"12/12/2023","1.600","1.550","1.690","1.530","0.00%"
"12/11/2023","1.600","1.550","1.680","1.530","0.00%"
"12/10/2023","1.600","1.610","1.660","1.600","3.23%"
"12/09/2023","1.550","1.550","1.550","1.550","-7.74%"
"12/08/2023","1.680","1.550","1.680","1.520","5.00%"
"12/07/2023","1.600","1.550","1.640","1.520","-2.44%"
"12/06/2023","1.640","1.550","1.650","1.530","0.00%"
"12/05/2023","1.640","1.550","1.660","1.500","-0.61%"
"12/04/2023","1.650","1.550","1.660","1.460","6.45%"
"12/03/2023","1.550","1.680","1.680","1.550","-7.74%"
"12/02/2023","1.680","1.680","1.680","1.680","4.35%"
"12/01/2023","1.610","1.550","1.680","1.550","-3.01%"
"11/30/2023","1.660","1.550","1.690","1.550","1.84%"
"11/29/2023","1.630","1.550","1.710","1.550","0.00%"
"11/28/2023","1.630","1.550","1.720","1.550","0.00%"
"11/27/2023","1.630","1.550","1.720","1.550","0.00%"
"11/26/2023","1.630","1.660","1.700","1.630","-4.12%"
"11/24/2023","1.700","1.550","1.710","1.550","4.29%"
"11/23/2023","1.630","1.550","1.720","1.550","0.00%"
"11/22/2023","1.630","1.550","1.720","1.550","0.00%"
"11/21/2023","1.630","1.550","1.710","1.550","0.00%"
"11/20/2023","1.630","1.550","1.760","1.550","-1.21%"
"11/19/2023","1.650","1.550","1.680","1.550","6.45%"
"11/18/2023","1.550","1.600","1.600","1.550","-6.06%"
"11/17/2023","1.650","1.550","1.840","1.550","0.00%"
"11/16/2023","1.650","1.710","1.730","1.580","3.12%"
"11/15/2023","1.600","1.550","1.730","1.550","-3.03%"
"11/14/2023","1.650","1.550","1.750","1.550","0.00%"
"11/13/2023","1.650","1.550","1.770","1.550","-1.20%"
"11/12/2023","1.670","1.650","1.670","1.550","1.21%"
"11/11/2023","1.650","1.550","1.670","1.550","0.00%"
"11/10/2023","1.650","1.550","1.730","1.550","0.00%"
"11/09/2023","1.650","1.550","1.760","1.550","0.00%"
"11/08/2023","1.650","1.550","1.740","1.550","0.00%"
"11/07/2023","1.650","1.550","1.770","1.550","0.00%"
"11/06/2023","1.650","1.550","1.760","1.550","3.12%"
"11/05/2023","1.600","1.650","1.720","1.550","-4.19%"
"11/04/2023","1.670","1.650","1.670","1.550","1.21%"
"11/03/2023","1.650","1.680","1.730","1.600","3.12%"
"11/02/2023","1.600","1.550","1.790","1.550","-3.03%"
"11/01/2023","1.650","1.550","1.730","1.550","0.00%"
"10/31/2023","1.650","1.550","1.730","1.550","-7.82%"
"10/30/2023","1.790","1.550","1.790","1.540","8.48%"
"10/29/2023","1.650","1.660","1.760","1.600","3.12%"
"10/28/2023","1.600","1.710","1.710","1.600","0.00%"
"10/27/2023","1.600","1.550","1.730","1.550","-9.60%"
"10/26/2023","1.770","1.550","1.770","1.550","0.57%"
"10/25/2023","1.760","1.720","1.760","1.610","-0.56%"
"10/24/2023","1.770","1.690","1.770","1.600","7.27%"
"10/23/2023","1.650","1.760","1.760","1.610","-6.25%"
"10/22/2023","1.760","1.650","1.760","1.650","6.67%"
"10/21/2023","1.650","1.750","1.750","1.650","0.00%"
"10/20/2023","1.650","1.690","1.760","1.620","0.00%"
"10/19/2023","1.650","1.690","1.760","1.610","0.00%"
"10/18/2023","1.650","1.690","1.780","1.620","0.00%"
"10/17/2023","1.650","1.700","1.760","1.630","-1.20%"
"10/16/2023","1.670","1.750","1.760","1.620","0.00%"
"10/15/2023","1.670","1.700","1.750","1.650","1.21%"
"10/14/2023","1.650","1.650","1.650","1.650","-1.20%"
"10/13/2023","1.670","1.700","1.760","1.620","0.00%"
"10/12/2023","1.670","1.710","1.750","1.630","0.00%"
"10/11/2023","1.670","1.760","1.810","1.610","0.00%"
"10/10/2023","1.670","1.710","1.770","1.620","1.21%"
"10/09/2023","1.650","1.750","1.800","1.620","0.00%"
"10/08/2023","1.650","1.690","1.760","1.650","-5.17%"
"10/07/2023","1.740","1.650","1.740","1.650","5.45%"
"10/06/2023","1.650","1.750","1.830","1.640","-1.20%"
"10/05/2023","1.670","1.760","1.780","1.650","-1.18%"
"10/04/2023","1.690","1.760","1.770","1.650","0.00%"
"10/03/2023","1.690","1.760","1.800","1.650","0.00%"
"10/02/2023","1.690","1.770","1.800","1.640","0.00%"
"10/01/2023","1.690","1.730","1.800","1.690","-6.11%"
"09/30/2023","1.800","1.760","1.800","1.760","6.51%"
"09/29/2023","1.690","1.710","1.780","1.650","0.00%"
"09/28/2023","1.690","1.740","1.810","1.640","-6.11%"
"09/27/2023","1.800","1.730","1.810","1.640","5.26%"
"09/26/2023","1.710","1.760","1.800","1.650","-0.58%"
"09/25/2023","1.720","1.750","1.800","1.640","-1.15%"
"09/24/2023","1.740","1.800","1.800","1.740","-0.57%"
"09/23/2023","1.750","1.740","1.800","1.740","0.57%"
"09/22/2023","1.740","1.800","1.820","1.650","-1.14%"
"09/21/2023","1.760","1.850","1.960","1.650","-2.76%"
"09/20/2023","1.810","1.910","1.940","1.800","0.00%"
"09/19/2023","1.810","1.830","1.920","1.800","-3.21%"
"09/18/2023","1.870","1.650","1.910","1.650","8.72%"
"09/17/2023","1.720","1.700","1.730","1.650","0.00%"
"09/16/2023","1.720","1.760","1.760","1.700","-3.91%"
"09/15/2023","1.790","1.770","1.880","1.750","-2.72%"
"09/14/2023","1.840","1.650","1.890","1.650","0.55%"
"09/13/2023","1.830","1.650","1.870","1.650","1.10%"
"09/12/2023","1.810","1.760","1.850","1.700","6.47%"
"09/11/2023","1.700","1.650","1.840","1.610","-0.58%"
"09/10/2023","1.710","1.700","1.820","1.700","0.59%"
"09/09/2023","1.700","1.710","1.720","1.650","-0.58%"
"09/08/2023","1.710","1.720","1.830","1.650","0.00%"
"09/07/2023","1.710","1.650","1.830","1.650","0.00%"
"09/06/2023","1.710","1.650","1.830","1.650","0.59%"
"09/05/2023","1.700","1.650","1.810","1.650","-0.58%"
"09/04/2023","1.710","1.650","1.850","1.650","0.00%"
"09/03/2023","1.710","1.720","1.790","1.650","3.64%"
"09/02/2023","1.650","1.700","1.700","1.650","-2.94%"
"09/01/2023","1.700","1.650","1.860","1.650","0.00%"
"08/31/2023","1.700","1.650","1.810","1.650","0.00%"
"08/30/2023","1.700","1.650","1.860","1.650","-0.58%"
"08/29/2023","1.710","1.650","1.820","1.650","0.00%"
"08/28/2023","1.710","1.650","1.830","1.650","0.00%"
"08/27/2023","1.710","1.700","1.800","1.650","0.00%"
"08/26/2023","1.710","1.800","1.800","1.650","0.00%"
"08/25/2023","1.710","1.650","1.800","1.650","0.00%"
"08/24/2023","1.710","1.650","1.800","1.650","0.00%"
"08/23/2023","1.710","1.650","1.810","1.650","-2.29%"
"08/22/2023","1.750","1.650","1.810","1.650","1.74%"
"08/21/2023","1.720","1.650","1.840","1.650","-0.58%"
"08/20/2023","1.730","1.720","1.810","1.650","-1.14%"
"08/19/2023","1.750","1.810","1.810","1.750","0.00%"
"08/18/2023","1.750","1.650","1.810","1.650","-1.69%"
"08/17/2023","1.780","1.650","1.800","1.650","3.49%"
"08/16/2023","1.720","1.650","1.800","1.650","0.00%"
"08/15/2023","1.720","1.650","1.820","1.650","-1.15%"
"08/14/2023","1.740","1.650","1.810","1.650","5.45%"
"08/13/2023","1.650","1.740","1.800","1.650","-5.71%"
"08/12/2023","1.750","1.740","1.750","1.650","0.57%"
"08/11/2023","1.740","1.650","1.820","1.650","-0.57%"
"08/10/2023","1.750","1.650","1.810","1.650","0.00%"
"08/09/2023","1.750","1.650","1.800","1.650","0.00%"
"08/08/2023","1.750","1.650","1.820","1.650","0.00%"
"08/07/2023","1.750","1.650","1.820","1.650","-0.57%"
"08/06/2023","1.760","1.750","1.800","1.650","0.57%"
"08/05/2023","1.750","1.650","1.750","1.650","0.00%"
"08/04/2023","1.750","1.650","1.800","1.650","-0.57%"
"08/03/2023","1.760","1.650","1.800","1.650","0.00%"
"08/02/2023","1.760","1.650","1.850","1.650","0.00%"
"08/01/2023","1.760","1.650","1.850","1.650","0.00%"
"07/31/2023","1.760","1.650","1.850","1.650","0.00%"
"07/30/2023","1.760","1.780","1.800","1.750","0.57%"
"07/29/2023","1.750","1.650","1.750","1.650","0.00%"
"07/28/2023","1.750","1.790","1.860","1.720","0.00%"
"07/27/2023","1.750","1.790","1.860","1.680","-2.78%"
"07/26/2023","1.800","1.790","1.880","1.720","2.86%"
"07/25/2023","1.750","1.780","1.850","1.730","0.00%"
"07/24/2023","1.750","1.650","1.850","1.640","0.57%"
"07/23/2023","1.740","1.790","1.790","1.650","-0.57%"
"07/22/2023","1.750","1.780","1.780","1.650","0.00%"
"07/21/2023","1.750","1.650","1.880","1.650","2.34%"
"07/20/2023","1.710","1.650","1.850","1.590","0.00%"
"07/19/2023","1.710","1.650","1.880","1.650","-1.16%"
"07/18/2023","1.730","1.650","1.880","1.650","0.00%"
"07/17/2023","1.730","1.650","1.860","1.650","0.00%"
"07/16/2023","1.730","1.760","1.780","1.650","1.76%"
"07/15/2023","1.700","1.780","1.780","1.650","0.00%"
"07/14/2023","1.700","1.650","1.850","1.650","-1.73%"
"07/13/2023","1.730","1.740","1.870","1.700","-0.57%"
"07/12/2023","1.740","1.650","1.830","1.650","0.00%"
"07/11/2023","1.740","1.650","1.810","1.650","0.00%"
"07/10/2023","1.740","1.750","1.860","1.650","-1.69%"
"07/09/2023","1.770","1.650","1.820","1.650","4.12%"
"07/08/2023","1.700","1.740","1.820","1.700","-2.30%"
"07/07/2023","1.740","1.650","1.860","1.620","1.16%"
"07/06/2023","1.720","1.650","1.920","1.650","0.00%"
"07/05/2023","1.720","1.650","1.850","1.630","0.00%"
"07/04/2023","1.720","1.730","1.830","1.650","0.00%"
"07/03/2023","1.720","1.760","1.850","1.650","4.24%"
"07/02/2023","1.650","1.700","1.760","1.650","-4.07%"
"07/01/2023","1.720","1.760","1.760","1.650","0.00%"
"06/30/2023","1.720","1.650","1.860","1.650","0.00%"
"06/29/2023","1.720","1.790","1.800","1.650","0.00%"
"06/28/2023","1.720","1.650","1.850","1.650","-0.58%"
"06/27/2023","1.730","1.650","1.810","1.650","0.00%"
"06/26/2023","1.730","1.650","1.800","1.650","4.85%"
"06/25/2023","1.650","1.750","1.750","1.650","-5.71%"
"06/23/2023","1.750","1.860","1.860","1.680","-5.91%"
"06/22/2023","1.860","1.800","1.880","1.650","5.08%"
"06/21/2023","1.770","1.800","1.870","1.750","1.14%"
"06/20/2023","1.750","1.800","1.870","1.750","0.00%"
"06/19/2023","1.750","1.830","1.850","1.730","-1.69%"
"06/18/2023","1.780","1.840","1.840","1.780","-0.56%"
"06/17/2023","1.790","1.780","1.840","1.780","0.56%"
"06/16/2023","1.780","1.800","1.950","1.760","1.14%"
"06/15/2023","1.760","1.800","1.890","1.740","0.00%"
"06/14/2023","1.760","1.800","1.900","1.720","0.00%"
"06/13/2023","1.760","1.780","1.850","1.740","1.15%"
"06/12/2023","1.740","1.750","1.890","1.700","0.00%"
"06/11/2023","1.740","1.730","1.780","1.730","0.58%"
"06/10/2023","1.730","1.760","1.780","1.730","0.00%"
"06/09/2023","1.730","1.720","1.870","1.630","2.37%"
"06/08/2023","1.690","1.630","1.740","1.590","5.63%"
"06/07/2023","1.600","1.590","1.730","1.590","0.63%"
"06/06/2023","1.590","1.610","1.700","1.580","0.00%"
"06/05/2023","1.590","1.630","1.680","1.570","0.00%"
"06/04/2023","1.590","1.590","1.590","1.590","-2.45%"
"06/03/2023","1.630","1.630","1.630","1.630","1.87%"
"06/02/2023","1.600","1.610","1.720","1.570","0.00%"
"06/01/2023","1.600","1.610","1.700","1.560","0.00%"
"05/31/2023","1.600","1.630","1.700","1.550","0.63%"
"05/30/2023","1.590","1.650","1.700","1.560","0.63%"
"05/29/2023","1.580","1.640","1.690","1.580","-4.24%"
"05/28/2023","1.650","1.630","1.650","1.580","1.23%"
"05/27/2023","1.630","1.630","1.630","1.630","2.52%"
"05/26/2023","1.590","1.620","1.740","1.570","0.63%"
"05/25/2023","1.580","1.620","1.670","1.580","0.00%"
"05/24/2023","1.580","1.450","1.680","1.450","8.97%"
"05/23/2023","1.450","1.450","1.630","1.450","-2.68%"
"05/22/2023","1.490","1.450","1.630","1.450","0.00%"
"05/21/2023","1.490","1.470","1.580","1.470","1.36%"
"05/20/2023","1.470","1.580","1.580","1.450","-0.68%"
